Baseline Volume (range),Baseline Volume (σ),Baseline Volume (total),Δ Volume,Complete Tumor Response,MIRV(max) Dissimilarity,MIRV(max) Distance
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0251087516525816e-66,0.0,0.0,0.0,0.0,0.0,0.0
1.3453961528443753e-37,3.4628448703949885e-29,0.0,0.0,0.0,0.0,0.0
0.558970994316298,0.8133083505679964,0.45330905832259716,0.0,0.0,0.0,0.0
0.7084314195199353,0.9791509328776399,0.6318107658846643,2.6793141655942727e-08,0.0,0.0,0.0
0.45330905832259716,0.5989832454086886,0.5989832454086886,1.788761650967486e-06,0.006493658002115841,0.0,0.0
0.16494605058955847,0.08632764098875502,0.0703454555327556,2.202030123226147e-05,0.02030041563509886,1.7291292567625528e-07,0.0
